trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
238,False,"{'a': 0.99, 'e': 0.09144844271229946}",20,10,18.4303069121905,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
239,False,"{'a': 0.99, 'e': 0.09053395828517646}",25,3,8.31765672967688,"{0: 21, 1: 0, 2: 0, 3: 1, 4: 0}",1
240,False,"{'a': 0.99, 'e': 0.08962861870232469}",25,15,19.254472937193,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
241,False,"{'a': 0.99, 'e': 0.08873233251530144}",35,17,22.713472879090993,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
242,False,"{'a': 0.99, 'e': 0.08784500919014843}",25,15,17.34525972160504,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
243,False,"{'a': 0.99, 'e': 0.08696655909824694}",20,3,27.672561999985632,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
244,False,"{'a': 0.99, 'e': 0.08609689350726446}",25,1,35.659346541871216,"{0: 24, 1: 0, 2: 0, 3: 0, 4: 0}",1
245,False,"{'a': 0.99, 'e': 0.08523592457219181}",20,2,31.960790234285366,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
246,False,"{'a': 0.99, 'e': 0.0843835653264699}",25,7,28.8355260909083,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
247,False,"{'a': 0.99, 'e': 0.0835397296732052}",30,3,47.11839318772486,"{0: 27, 1: 0, 2: 0, 3: 0, 4: 0}",1
248,False,"{'a': 0.99, 'e': 0.08270433237647315}",20,13,15.076681594881972,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
249,False,"{'a': 0.99, 'e': 0.08187728905270841}",25,14,22.701260242710415,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
250,False,"{'a': 0.99, 'e': 0.08105851616218133}",30,16,27.78751765413792,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
251,False,"{'a': 0.99, 'e': 0.08024793100055952}",20,10,19.766496076877967,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
252,False,"{'a': 0.99, 'e': 0.07944545169055392}",20,14,11.535652913044666,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
253,False,"{'a': 0.99, 'e': 0.07865099717364837}",35,18,12.544220295141375,"{0: 16, 1: 0, 2: 0, 3: 1, 4: 0}",1
254,False,"{'a': 0.99, 'e': 0.07786448720191189}",20,7,11.179237012992868,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 0}",1
255,False,"{'a': 0.99, 'e': 0.07708584232989277}",25,8,-22.48890689620325,"{0: 15, 1: 0, 2: 1, 3: 0, 4: 1}",1
256,False,"{'a': 0.99, 'e': 0.07631498390659384}",20,8,10.739646011519179,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
257,False,"{'a': 0.99, 'e': 0.07555183406752791}",20,11,9.141372267590274,"{0: 8, 1: 1, 2: 0, 3: 0, 4: 0}",1
258,False,"{'a': 0.99, 'e': 0.07479631572685264}",25,7,18.47147849681927,"{0: 17, 1: 0, 2: 1, 3: 0, 4: 0}",1
259,False,"{'a': 0.99, 'e': 0.07404835256958411}",20,11,3.29388999578363,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 0}",1
260,False,"{'a': 0.99, 'e': 0.07330786904388827}",25,12,5.211766639482919,"{0: 11, 1: 1, 2: 1, 3: 0, 4: 0}",1
261,False,"{'a': 0.99, 'e': 0.07257479035344938}",25,19,13.513002473211136,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
262,False,"{'a': 0.99, 'e': 0.07184904244991488}",20,11,17.207127398235293,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
263,False,"{'a': 0.99, 'e': 0.07113055202541574}",25,13,16.18907256459511,"{0: 11, 1: 1, 2: 0, 3: 0, 4: 0}",1
264,False,"{'a': 0.99, 'e': 0.07041924650516158}",20,16,7.937460698448401,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
265,False,"{'a': 0.99, 'e': 0.06971505404010997}",20,11,16.767446404977893,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
266,False,"{'a': 0.99, 'e': 0.06901790349970886}",20,10,19.456416669840298,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
267,False,"{'a': 0.99, 'e': 0.06832772446471178}",20,6,20.335784694391727,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
268,False,"{'a': 0.99, 'e': 0.06764444722006466}",20,16,4.999400059417731,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
269,False,"{'a': 0.99, 'e': 0.066968002747864}",25,12,23.911980935377066,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
270,False,"{'a': 0.99, 'e': 0.06629832272038537}",30,13,35.368558342181565,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
271,False,"{'a': 0.99, 'e': 0.06563533949318151}",25,13,20.602531114979993,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
272,False,"{'a': 0.99, 'e': 0.06497898609824969}",25,3,38.25376486959906,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
273,False,"{'a': 0.99, 'e': 0.0643291962372672}",20,5,28.191830845883775,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
274,False,"{'a': 0.99, 'e': 0.06368590427489453}",20,14,9.89690137872745,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
275,False,"{'a': 0.99, 'e': 0.06304904523214558}",20,14,11.141115400441095,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
276,False,"{'a': 0.99, 'e': 0.06241855477982412}",20,0,32.91298728513472,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
277,False,"{'a': 0.99, 'e': 0.06179436923202588}",20,16,5.246056915460976,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
278,False,"{'a': 0.99, 'e': 0.06117642553970562}",30,22,11.582582946132554,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
279,False,"{'a': 0.99, 'e': 0.06056466128430856}",20,15,10.852582343426478,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
280,False,"{'a': 0.99, 'e': 0.05995901467146548}",20,10,17.638487368256385,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
281,False,"{'a': 0.99, 'e': 0.05935942452475082}",20,16,6.755907209958783,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
282,False,"{'a': 0.99, 'e': 0.058765830279503314}",25,11,10.539730264817386,"{0: 12, 1: 2, 2: 0, 3: 0, 4: 0}",1
283,False,"{'a': 0.99, 'e': 0.05817817197670828}",20,13,17.531086606741727,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
284,False,"{'a': 0.99, 'e': 0.057596390256941195}",25,17,16.53547954363635,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
285,False,"{'a': 0.99, 'e': 0.05702042635437178}",25,8,30.46069504683516,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
286,False,"{'a': 0.99, 'e': 0.05645022209082806}",20,8,23.755091032400163,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
287,False,"{'a': 0.99, 'e': 0.05588571986991978}",25,13,23.862497092137698,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
288,False,"{'a': 0.99, 'e': 0.055326862671220584}",20,11,17.03575812272365,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
289,False,"{'a': 0.99, 'e': 0.05477359404450838}",20,12,14.66860751390923,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
290,False,"{'a': 0.99, 'e': 0.054225858104063294}",20,10,14.697040196339573,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
291,False,"{'a': 0.99, 'e': 0.05368359952302266}",20,7,26.42792344099032,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
292,False,"{'a': 0.99, 'e': 0.053146763527792434}",20,13,13.252694808418704,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
293,False,"{'a': 0.99, 'e': 0.052615295892514506}",20,8,21.370063374429357,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
294,False,"{'a': 0.99, 'e': 0.052089142933589364}",20,10,19.28697706243935,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
295,False,"{'a': 0.99, 'e': 0.05156825150425347}",25,0,-1.3620798246260042,"{0: 22, 1: 0, 2: 3, 3: 0, 4: 0}",0
296,False,"{'a': 0.99, 'e': 0.051052568989210935}",30,2,-1.3601921075002792,"{0: 27, 1: 0, 2: 0, 3: 0, 4: 1}",1
297,False,"{'a': 0.99, 'e': 0.05054204329931883}",30,18,24.886087497673202,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
298,False,"{'a': 0.99, 'e': 0.05003662286632564}",25,15,18.5408195072232,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
299,False,"{'a': 0.99, 'e': 0.04953625663766238}",30,19,25.513494917726074,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
300,False,"{'a': 0.99, 'e': 0.04904089407128576}",20,9,21.361242441497367,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
301,False,"{'a': 0.99, 'e': 0.0485504851305729}",30,16,22.790872492889154,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
302,False,"{'a': 0.99, 'e': 0.048064980279267165}",20,13,13.611876186364603,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
303,False,"{'a': 0.99, 'e': 0.04758433047647449}",30,20,13.995992276695313,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
304,False,"{'a': 0.99, 'e': 0.04710848717170975}",20,13,12.728462838764951,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
305,False,"{'a': 0.99, 'e': 0.04663740229999265}",20,8,17.337070817177075,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
306,False,"{'a': 0.99, 'e': 0.04617102827699272}",25,10,27.827790813242657,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
307,False,"{'a': 0.99, 'e': 0.045709317994222794}",20,12,14.417817416444834,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
308,False,"{'a': 0.99, 'e': 0.04525222481428057}",20,14,13.252423909976944,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
309,False,"{'a': 0.99, 'e': 0.04479970256613776}",25,20,8.951895564440449,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
310,False,"{'a': 0.99, 'e': 0.04435170554047638}",20,14,14.85603498088631,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
311,False,"{'a': 0.99, 'e': 0.043908188485071616}",20,0,27.887451031498035,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
312,False,"{'a': 0.99, 'e': 0.0434691066002209}",20,0,29.009126173853897,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
313,False,"{'a': 0.99, 'e': 0.04303441553421869}",20,11,19.06146937552537,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
314,False,"{'a': 0.99, 'e': 0.0426040713788765}",25,17,8.838226080173508,"{0: 7, 1: 1, 2: 0, 3: 0, 4: 0}",1
315,False,"{'a': 0.99, 'e': 0.04217803066508773}",30,21,17.894633427306182,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
316,False,"{'a': 0.99, 'e': 0.04175625035843686}",20,12,3.0046701333421093,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
317,False,"{'a': 0.99, 'e': 0.041338687854852486}",20,0,37.819663539074924,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
318,False,"{'a': 0.99, 'e': 0.04092530097630396}",25,7,13.394372105599937,"{0: 16, 1: 1, 2: 1, 3: 0, 4: 0}",1
319,False,"{'a': 0.99, 'e': 0.040516047966540916}",25,6,36.58859247745962,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
320,False,"{'a': 0.99, 'e': 0.04011088748687551}",30,14,24.432163239234605,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
321,False,"{'a': 0.99, 'e': 0.03970977861200675}",20,13,4.936004439655892,"{0: 6, 1: 1, 2: 0, 3: 0, 4: 0}",1
322,False,"{'a': 0.99, 'e': 0.03931268082588668}",25,13,23.274940232033757,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
323,False,"{'a': 0.99, 'e': 0.03891955401762781}",20,2,29.830468961830384,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
324,False,"{'a': 0.99, 'e': 0.03853035847745153}",25,18,13.31947644272238,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
325,False,"{'a': 0.99, 'e': 0.03814505489267701}",25,12,24.14709706075673,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
326,False,"{'a': 0.99, 'e': 0.03776360434375024}",20,13,12.266151022039494,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
327,False,"{'a': 0.99, 'e': 0.03738596830031274}",20,12,14.327662773277272,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
328,False,"{'a': 0.99, 'e': 0.03701210861730961}",25,16,16.92386170337923,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
329,False,"{'a': 0.99, 'e': 0.03664198753113651}",35,25,23.4518768950514,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
330,False,"{'a': 0.99, 'e': 0.036275567655825146}",20,13,14.10966214203196,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
331,False,"{'a': 0.99, 'e': 0.03591281197926689}",35,14,23.99803143066722,"{0: 20, 1: 0, 2: 1, 3: 0, 4: 0}",1
332,False,"{'a': 0.99, 'e': 0.035553683859474224}",25,15,17.75220015077787,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
333,False,"{'a': 0.99, 'e': 0.03519814702087948}",20,14,13.201421694789722,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
334,False,"{'a': 0.99, 'e': 0.03484616555067068}",25,20,9.773221610009458,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
335,False,"{'a': 0.99, 'e': 0.034497703895163975}",20,6,26.650944839896244,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
336,False,"{'a': 0.99, 'e': 0.03415272685621234}",20,3,27.566515112027943,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
337,False,"{'a': 0.99, 'e': 0.03381119958765021}",20,12,16.732418925719653,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
338,False,"{'a': 0.99, 'e': 0.03347308759177371}",25,11,26.32527474328169,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
